Line,Class
305,org/apache/commons/math3/exception/util/LocalizedFormats
305,org/apache/commons/math3/util/Precision
306,org/apache/commons/math3/exception/util/LocalizedFormats
306,org/apache/commons/math3/optimization/linear/SimplexSolverTest
306,org/apache/commons/math3/util/Precision
307,org/apache/commons/math3/exception/util/LocalizedFormats
307,org/apache/commons/math3/optimization/linear/SimplexSolverTest
308,org/apache/commons/math3/exception/util/LocalizedFormats
308,org/apache/commons/math3/optimization/linear/SimplexSolverTest
308,org/apache/commons/math3/util/Precision
309,org/apache/commons/math3/exception/util/LocalizedFormats
309,org/apache/commons/math3/optimization/linear/SimplexSolverTest
309,org/apache/commons/math3/util/Precision
310,org/apache/commons/math3/exception/util/LocalizedFormats
310,org/apache/commons/math3/optimization/linear/SimplexSolverTest
311,org/apache/commons/math3/exception/util/LocalizedFormats
311,org/apache/commons/math3/optimization/linear/SimplexTableau
312,org/apache/commons/math3/exception/util/LocalizedFormats
312,org/apache/commons/math3/optimization/linear/SimplexTableau
312,org/apache/commons/math3/util/Precision
313,org/apache/commons/math3/exception/util/LocalizedFormats
313,org/apache/commons/math3/optimization/linear/SimplexTableau
314,org/apache/commons/math3/exception/util/LocalizedFormats
314,org/apache/commons/math3/optimization/linear/SimplexTableau
314,org/apache/commons/math3/util/Precision
315,org/apache/commons/math3/exception/util/LocalizedFormats
315,org/apache/commons/math3/optimization/linear/SimplexSolverTest
315,org/apache/commons/math3/optimization/linear/SimplexTableau
316,org/apache/commons/math3/exception/util/LocalizedFormats
316,org/apache/commons/math3/linear/ArrayRealVector
316,org/apache/commons/math3/optimization/linear/SimplexSolverTest
316,org/apache/commons/math3/optimization/linear/SimplexTableau
317,org/apache/commons/math3/exception/util/LocalizedFormats
317,org/apache/commons/math3/linear/ArrayRealVector
317,org/apache/commons/math3/optimization/linear/SimplexSolverTest
317,org/apache/commons/math3/optimization/linear/SimplexTableau
318,org/apache/commons/math3/exception/util/LocalizedFormats
318,org/apache/commons/math3/linear/ArrayRealVector
318,org/apache/commons/math3/optimization/linear/SimplexSolverTest
319,org/apache/commons/math3/exception/util/LocalizedFormats
319,org/apache/commons/math3/linear/ArrayRealVector
319,org/apache/commons/math3/optimization/linear/SimplexSolverTest
320,org/apache/commons/math3/exception/util/LocalizedFormats
320,org/apache/commons/math3/linear/ArrayRealVector
320,org/apache/commons/math3/optimization/linear/SimplexTableau
321,org/apache/commons/math3/exception/util/LocalizedFormats
321,org/apache/commons/math3/linear/ArrayRealVector
321,org/apache/commons/math3/optimization/linear/SimplexSolverTest
322,org/apache/commons/math3/exception/util/LocalizedFormats
322,org/apache/commons/math3/linear/ArrayRealVector
322,org/apache/commons/math3/optimization/linear/SimplexSolverTest
323,org/apache/commons/math3/exception/util/LocalizedFormats
323,org/apache/commons/math3/linear/Array2DRowRealMatrix
323,org/apache/commons/math3/linear/ArrayRealVector
323,org/apache/commons/math3/optimization/linear/SimplexSolverTest
324,org/apache/commons/math3/exception/util/LocalizedFormats
324,org/apache/commons/math3/optimization/linear/SimplexSolverTest
325,org/apache/commons/math3/exception/util/LocalizedFormats
325,org/apache/commons/math3/linear/ArrayRealVector
325,org/apache/commons/math3/optimization/linear/SimplexSolverTest
326,org/apache/commons/math3/exception/util/LocalizedFormats
327,org/apache/commons/math3/exception/util/LocalizedFormats
328,org/apache/commons/math3/exception/util/LocalizedFormats
328,org/apache/commons/math3/optimization/linear/SimplexTableau
329,org/apache/commons/math3/exception/util/LocalizedFormats
329,org/apache/commons/math3/linear/Array2DRowRealMatrix
330,org/apache/commons/math3/exception/util/LocalizedFormats
330,org/apache/commons/math3/optimization/linear/SimplexSolverTest
331,org/apache/commons/math3/exception/util/LocalizedFormats
331,org/apache/commons/math3/optimization/linear/SimplexSolverTest
332,org/apache/commons/math3/exception/util/LocalizedFormats
332,org/apache/commons/math3/optimization/linear/SimplexSolverTest
332,org/apache/commons/math3/optimization/linear/SimplexTableau
333,org/apache/commons/math3/exception/util/LocalizedFormats
333,org/apache/commons/math3/optimization/linear/SimplexSolverTest
333,org/apache/commons/math3/optimization/linear/SimplexTableau
334,org/apache/commons/math3/exception/util/LocalizedFormats
335,org/apache/commons/math3/exception/util/LocalizedFormats
335,org/apache/commons/math3/optimization/linear/SimplexSolverTest
336,org/apache/commons/math3/exception/util/LocalizedFormats
336,org/apache/commons/math3/optimization/linear/SimplexSolverTest
336,org/apache/commons/math3/optimization/linear/SimplexTableau
337,org/apache/commons/math3/exception/util/LocalizedFormats
337,org/apache/commons/math3/optimization/linear/SimplexSolverTest
337,org/apache/commons/math3/optimization/linear/SimplexTableau
338,org/apache/commons/math3/exception/util/LocalizedFormats
338,org/apache/commons/math3/optimization/linear/SimplexSolverTest
338,org/apache/commons/math3/optimization/linear/SimplexTableau
339,org/apache/commons/math3/exception/util/LocalizedFormats
339,org/apache/commons/math3/optimization/linear/SimplexSolverTest
339,org/apache/commons/math3/optimization/linear/SimplexTableau
340,org/apache/commons/math3/exception/util/LocalizedFormats
341,org/apache/commons/math3/exception/util/LocalizedFormats
342,org/apache/commons/math3/exception/util/LocalizedFormats
343,org/apache/commons/math3/exception/util/LocalizedFormats
344,org/apache/commons/math3/exception/util/LocalizedFormats
344,org/apache/commons/math3/optimization/linear/SimplexSolverTest
344,org/apache/commons/math3/optimization/linear/SimplexTableau
345,org/apache/commons/math3/exception/util/LocalizedFormats
345,org/apache/commons/math3/optimization/linear/SimplexSolverTest
345,org/apache/commons/math3/optimization/linear/SimplexTableau
346,org/apache/commons/math3/exception/util/LocalizedFormats
346,org/apache/commons/math3/optimization/linear/SimplexSolverTest
346,org/apache/commons/math3/optimization/linear/SimplexTableau
347,org/apache/commons/math3/exception/util/LocalizedFormats
347,org/apache/commons/math3/optimization/linear/SimplexSolverTest
347,org/apache/commons/math3/optimization/linear/SimplexTableau
348,org/apache/commons/math3/exception/util/LocalizedFormats
349,org/apache/commons/math3/exception/util/LocalizedFormats
349,org/apache/commons/math3/optimization/linear/SimplexSolverTest
350,org/apache/commons/math3/exception/util/LocalizedFormats
350,org/apache/commons/math3/optimization/linear/SimplexSolverTest
351,org/apache/commons/math3/exception/util/LocalizedFormats
351,org/apache/commons/math3/optimization/linear/SimplexTableau
352,org/apache/commons/math3/exception/util/LocalizedFormats
352,org/apache/commons/math3/optimization/linear/SimplexTableau
353,org/apache/commons/math3/exception/util/LocalizedFormats
353,org/apache/commons/math3/optimization/linear/SimplexTableau
354,org/apache/commons/math3/exception/util/LocalizedFormats
354,org/apache/commons/math3/optimization/linear/SimplexTableau
355,org/apache/commons/math3/optimization/linear/SimplexSolverTest
355,org/apache/commons/math3/optimization/linear/SimplexTableau
356,org/apache/commons/math3/optimization/linear/SimplexSolverTest
356,org/apache/commons/math3/optimization/linear/SimplexTableau
357,org/apache/commons/math3/optimization/linear/SimplexSolverTest
359,org/apache/commons/math3/optimization/linear/SimplexSolverTest
360,org/apache/commons/math3/optimization/linear/SimplexSolverTest
361,org/apache/commons/math3/optimization/linear/SimplexTableau
362,org/apache/commons/math3/optimization/linear/SimplexTableau
365,org/apache/commons/math3/optimization/linear/SimplexSolverTest
365,org/apache/commons/math3/optimization/linear/SimplexTableau
366,org/apache/commons/math3/optimization/linear/SimplexSolverTest
366,org/apache/commons/math3/optimization/linear/SimplexTableau
367,org/apache/commons/math3/exception/util/LocalizedFormats
367,org/apache/commons/math3/linear/MatrixUtils
367,org/apache/commons/math3/optimization/linear/SimplexSolverTest
368,org/apache/commons/math3/exception/util/LocalizedFormats
368,org/apache/commons/math3/linear/MatrixUtils
368,org/apache/commons/math3/optimization/linear/SimplexSolverTest
369,org/apache/commons/math3/optimization/linear/SimplexSolverTest
370,org/apache/commons/math3/optimization/linear/SimplexSolverTest
371,org/apache/commons/math3/optimization/linear/SimplexSolverTest
373,org/apache/commons/math3/optimization/linear/SimplexSolverTest
374,org/apache/commons/math3/linear/ArrayRealVector
374,org/apache/commons/math3/optimization/linear/SimplexSolverTest
374,org/apache/commons/math3/optimization/linear/SimplexTableau
375,org/apache/commons/math3/linear/ArrayRealVector
375,org/apache/commons/math3/optimization/linear/SimplexSolverTest
376,org/apache/commons/math3/optimization/linear/SimplexSolverTest
377,org/apache/commons/math3/linear/ArrayRealVector
377,org/apache/commons/math3/optimization/linear/SimplexSolverTest
378,org/apache/commons/math3/optimization/linear/SimplexSolverTest
379,org/apache/commons/math3/linear/MatrixUtils
379,org/apache/commons/math3/optimization/linear/SimplexSolverTest
380,org/apache/commons/math3/optimization/linear/SimplexSolverTest
382,org/apache/commons/math3/optimization/linear/SimplexTableau
383,org/apache/commons/math3/optimization/linear/SimplexTableau
384,org/apache/commons/math3/optimization/linear/SimplexTableau
385,org/apache/commons/math3/optimization/linear/SimplexSolverTest
385,org/apache/commons/math3/optimization/linear/SimplexTableau
387,org/apache/commons/math3/optimization/linear/SimplexSolverTest
388,org/apache/commons/math3/optimization/linear/SimplexSolverTest
388,org/apache/commons/math3/optimization/linear/SimplexTableau
389,org/apache/commons/math3/optimization/linear/SimplexSolverTest
390,org/apache/commons/math3/optimization/linear/SimplexSolverTest
392,org/apache/commons/math3/optimization/linear/SimplexSolverTest
393,org/apache/commons/math3/optimization/linear/SimplexSolverTest
394,org/apache/commons/math3/linear/MatrixUtils
394,org/apache/commons/math3/optimization/linear/SimplexSolverTest
395,org/apache/commons/math3/optimization/linear/SimplexSolverTest
396,org/apache/commons/math3/optimization/linear/SimplexSolverTest
397,org/apache/commons/math3/optimization/linear/SimplexSolverTest
397,org/apache/commons/math3/optimization/linear/SimplexTableau
398,org/apache/commons/math3/optimization/linear/SimplexTableau
399,org/apache/commons/math3/optimization/linear/SimplexTableau
401,org/apache/commons/math3/optimization/linear/SimplexTableau
402,org/apache/commons/math3/optimization/linear/SimplexSolverTest
402,org/apache/commons/math3/optimization/linear/SimplexTableau
403,org/apache/commons/math3/optimization/linear/SimplexSolverTest
403,org/apache/commons/math3/optimization/linear/SimplexTableau
404,org/apache/commons/math3/optimization/linear/SimplexSolverTest
404,org/apache/commons/math3/optimization/linear/SimplexTableau
405,org/apache/commons/math3/optimization/linear/SimplexTableau
406,org/apache/commons/math3/optimization/linear/SimplexSolverTest
406,org/apache/commons/math3/optimization/linear/SimplexTableau
407,org/apache/commons/math3/optimization/linear/SimplexSolverTest
407,org/apache/commons/math3/optimization/linear/SimplexTableau
408,org/apache/commons/math3/optimization/linear/SimplexSolverTest
409,org/apache/commons/math3/optimization/linear/SimplexTableau
410,org/apache/commons/math3/optimization/linear/SimplexTableau
413,org/apache/commons/math3/optimization/linear/SimplexSolverTest
414,org/apache/commons/math3/optimization/linear/SimplexTableau
415,org/apache/commons/math3/optimization/linear/SimplexTableau
418,org/apache/commons/math3/optimization/linear/SimplexTableau
420,org/apache/commons/math3/optimization/linear/SimplexTableau
421,org/apache/commons/math3/optimization/linear/SimplexTableau
426,org/apache/commons/math3/optimization/linear/SimplexTableau
437,org/apache/commons/math3/optimization/linear/SimplexSolverTest
438,org/apache/commons/math3/optimization/linear/SimplexSolverTest
439,org/apache/commons/math3/optimization/linear/SimplexSolverTest
439,org/apache/commons/math3/optimization/linear/SimplexTableau
440,org/apache/commons/math3/optimization/linear/SimplexSolverTest
440,org/apache/commons/math3/optimization/linear/SimplexTableau
441,org/apache/commons/math3/optimization/linear/SimplexSolverTest
442,org/apache/commons/math3/optimization/linear/SimplexSolverTest
443,org/apache/commons/math3/optimization/linear/SimplexSolverTest
444,org/apache/commons/math3/optimization/linear/SimplexSolverTest
445,org/apache/commons/math3/optimization/linear/SimplexSolverTest
446,org/apache/commons/math3/optimization/linear/SimplexSolverTest
447,org/apache/commons/math3/optimization/linear/SimplexSolverTest
448,org/apache/commons/math3/linear/ArrayRealVector
448,org/apache/commons/math3/optimization/linear/SimplexSolverTest
449,org/apache/commons/math3/linear/ArrayRealVector
449,org/apache/commons/math3/optimization/linear/SimplexSolverTest
450,org/apache/commons/math3/linear/ArrayRealVector
450,org/apache/commons/math3/optimization/linear/SimplexSolverTest
451,org/apache/commons/math3/linear/ArrayRealVector
451,org/apache/commons/math3/optimization/linear/SimplexSolverTest
452,org/apache/commons/math3/linear/ArrayRealVector
452,org/apache/commons/math3/optimization/linear/SimplexSolverTest
453,org/apache/commons/math3/linear/ArrayRealVector
453,org/apache/commons/math3/optimization/linear/SimplexSolverTest
454,org/apache/commons/math3/optimization/linear/SimplexSolverTest
455,org/apache/commons/math3/linear/ArrayRealVector
455,org/apache/commons/math3/optimization/linear/SimplexSolverTest
456,org/apache/commons/math3/optimization/linear/SimplexSolverTest
456,org/apache/commons/math3/optimization/linear/SimplexTableau
457,org/apache/commons/math3/optimization/linear/SimplexSolverTest
458,org/apache/commons/math3/optimization/linear/SimplexSolverTest
459,org/apache/commons/math3/optimization/linear/SimplexSolverTest
460,org/apache/commons/math3/optimization/linear/SimplexSolverTest
461,org/apache/commons/math3/optimization/linear/SimplexSolverTest
462,org/apache/commons/math3/optimization/linear/SimplexSolverTest
463,org/apache/commons/math3/optimization/linear/SimplexSolverTest
464,org/apache/commons/math3/optimization/linear/SimplexSolverTest
465,org/apache/commons/math3/optimization/linear/SimplexSolverTest
465,org/apache/commons/math3/optimization/linear/SimplexTableau
466,org/apache/commons/math3/optimization/linear/SimplexSolverTest
467,org/apache/commons/math3/optimization/linear/SimplexSolverTest
468,org/apache/commons/math3/optimization/linear/SimplexSolverTest
469,org/apache/commons/math3/optimization/linear/SimplexSolverTest
470,org/apache/commons/math3/optimization/linear/SimplexSolverTest
471,org/apache/commons/math3/optimization/linear/SimplexSolverTest
472,org/apache/commons/math3/optimization/linear/SimplexSolverTest
473,org/apache/commons/math3/optimization/linear/SimplexSolverTest
473,org/apache/commons/math3/optimization/linear/SimplexTableau
474,org/apache/commons/math3/optimization/linear/SimplexSolverTest
475,org/apache/commons/math3/optimization/linear/SimplexSolverTest
476,org/apache/commons/math3/optimization/linear/SimplexSolverTest
477,org/apache/commons/math3/optimization/linear/SimplexSolverTest
478,org/apache/commons/math3/linear/AbstractRealMatrix
478,org/apache/commons/math3/optimization/linear/SimplexSolverTest
479,org/apache/commons/math3/optimization/linear/SimplexSolverTest
480,org/apache/commons/math3/optimization/linear/SimplexSolverTest
481,org/apache/commons/math3/optimization/linear/SimplexSolverTest
482,org/apache/commons/math3/optimization/linear/SimplexSolverTest
482,org/apache/commons/math3/optimization/linear/SimplexTableau
483,org/apache/commons/math3/linear/AbstractRealMatrix
483,org/apache/commons/math3/optimization/linear/SimplexSolverTest
484,org/apache/commons/math3/linear/AbstractRealMatrix
484,org/apache/commons/math3/optimization/linear/SimplexSolverTest
485,org/apache/commons/math3/linear/AbstractRealMatrix
485,org/apache/commons/math3/optimization/linear/SimplexSolverTest
486,org/apache/commons/math3/optimization/linear/SimplexSolverTest
487,org/apache/commons/math3/optimization/linear/SimplexSolverTest
488,org/apache/commons/math3/optimization/linear/SimplexSolverTest
489,org/apache/commons/math3/linear/AbstractRealMatrix
489,org/apache/commons/math3/optimization/linear/SimplexSolverTest
490,org/apache/commons/math3/linear/AbstractRealMatrix
490,org/apache/commons/math3/optimization/linear/SimplexSolverTest
491,org/apache/commons/math3/optimization/linear/SimplexSolverTest
492,org/apache/commons/math3/optimization/linear/SimplexSolverTest
493,org/apache/commons/math3/optimization/linear/SimplexSolverTest
494,org/apache/commons/math3/optimization/linear/SimplexSolverTest
495,org/apache/commons/math3/optimization/linear/SimplexSolverTest
496,org/apache/commons/math3/optimization/linear/SimplexSolverTest
497,org/apache/commons/math3/optimization/linear/SimplexSolverTest
498,org/apache/commons/math3/optimization/linear/SimplexSolverTest
499,org/apache/commons/math3/optimization/linear/SimplexSolverTest
500,org/apache/commons/math3/optimization/linear/SimplexSolverTest
500,org/apache/commons/math3/optimization/linear/SimplexTableau
501,org/apache/commons/math3/optimization/linear/SimplexSolverTest
502,org/apache/commons/math3/optimization/linear/SimplexSolverTest
503,org/apache/commons/math3/optimization/linear/SimplexSolverTest
504,org/apache/commons/math3/optimization/linear/SimplexSolverTest
505,org/apache/commons/math3/optimization/linear/SimplexSolverTest
506,org/apache/commons/math3/optimization/linear/SimplexSolverTest
507,org/apache/commons/math3/optimization/linear/SimplexSolverTest
508,org/apache/commons/math3/optimization/linear/SimplexSolverTest
508,org/apache/commons/math3/optimization/linear/SimplexTableau
509,org/apache/commons/math3/optimization/linear/SimplexSolverTest
510,org/apache/commons/math3/optimization/linear/SimplexSolverTest
511,org/apache/commons/math3/optimization/linear/SimplexSolverTest
512,org/apache/commons/math3/optimization/linear/SimplexSolverTest
513,org/apache/commons/math3/optimization/linear/SimplexSolverTest
514,org/apache/commons/math3/linear/AbstractRealMatrix
514,org/apache/commons/math3/optimization/linear/SimplexSolverTest
515,org/apache/commons/math3/linear/AbstractRealMatrix
515,org/apache/commons/math3/optimization/linear/SimplexSolverTest
516,org/apache/commons/math3/linear/AbstractRealMatrix
516,org/apache/commons/math3/optimization/linear/SimplexSolverTest
516,org/apache/commons/math3/optimization/linear/SimplexTableau
517,org/apache/commons/math3/linear/AbstractRealMatrix
517,org/apache/commons/math3/optimization/linear/SimplexSolverTest
518,org/apache/commons/math3/linear/AbstractRealMatrix
518,org/apache/commons/math3/optimization/linear/SimplexSolverTest
519,org/apache/commons/math3/optimization/linear/SimplexSolverTest
520,org/apache/commons/math3/optimization/linear/SimplexSolverTest
521,org/apache/commons/math3/linear/AbstractRealMatrix
521,org/apache/commons/math3/optimization/linear/SimplexSolverTest
522,org/apache/commons/math3/optimization/linear/SimplexSolverTest
523,org/apache/commons/math3/optimization/linear/SimplexSolverTest
524,org/apache/commons/math3/optimization/linear/SimplexSolverTest
525,org/apache/commons/math3/optimization/linear/SimplexSolverTest
526,org/apache/commons/math3/linear/Array2DRowRealMatrix
526,org/apache/commons/math3/optimization/linear/SimplexSolverTest
527,org/apache/commons/math3/linear/RealVector
527,org/apache/commons/math3/optimization/linear/SimplexSolverTest
528,org/apache/commons/math3/optimization/linear/SimplexSolverTest
529,org/apache/commons/math3/optimization/linear/SimplexSolverTest
530,org/apache/commons/math3/optimization/linear/SimplexSolverTest
531,org/apache/commons/math3/optimization/linear/SimplexSolverTest
533,org/apache/commons/math3/optimization/linear/SimplexSolverTest
534,org/apache/commons/math3/optimization/linear/SimplexSolverTest
535,org/apache/commons/math3/optimization/linear/SimplexSolverTest
539,org/apache/commons/math3/optimization/linear/SimplexTableau
544,org/apache/commons/math3/optimization/linear/SimplexSolverTest
545,org/apache/commons/math3/optimization/linear/SimplexSolverTest
546,org/apache/commons/math3/optimization/linear/SimplexSolverTest
547,org/apache/commons/math3/optimization/linear/SimplexTableau
548,org/apache/commons/math3/optimization/linear/SimplexSolverTest
549,org/apache/commons/math3/optimization/linear/SimplexSolverTest
554,org/apache/commons/math3/optimization/linear/SimplexSolverTest
555,org/apache/commons/math3/optimization/linear/SimplexSolverTest
555,org/apache/commons/math3/optimization/linear/SimplexTableau
557,org/apache/commons/math3/optimization/linear/SimplexSolverTest
558,org/apache/commons/math3/optimization/linear/SimplexSolverTest
559,org/apache/commons/math3/optimization/linear/SimplexSolverTest
560,org/apache/commons/math3/optimization/linear/SimplexSolverTest
561,org/apache/commons/math3/optimization/linear/SimplexSolverTest
562,org/apache/commons/math3/optimization/linear/SimplexSolverTest
563,org/apache/commons/math3/optimization/linear/SimplexSolverTest
565,org/apache/commons/math3/optimization/linear/SimplexSolverTest
623,org/apache/commons/math3/linear/ArrayRealVector
629,org/apache/commons/math3/linear/ArrayRealVector
733,org/apache/commons/math3/linear/ArrayRealVector
763,org/apache/commons/math3/linear/ArrayRealVector
3002,org/apache/commons/math3/util/FastMath
3020,org/apache/commons/math3/util/FastMath
